review_id,product_id,brand,rating,title,text,date,verified,helpful_count,full_text,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,combined_score,sentiment_label
RFUU8DD22555JX,BA614F2B42,Skybags,4,Best luggage ever,Very practical and well-designed. Spacious. The interiors are well-organized with multiple pockets. wheels quality is commendable.,2025-06-20,True,0,Best luggage ever. Very practical and well-designed. Spacious. The interiors are well-organized with multiple pockets. wheels quality is commendable.,0.6369,0.189,0.0,0.811,0.4,0.2,0.554,Positive
RYOO5YBRJNM2L4,BA614F2B42,Skybags,4,Fantastic purchase,Worth every rupee! Color options and spacious. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2025-04-17,True,8,Fantastic purchase. Worth every rupee! Color options and spacious. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,0.6996,0.201,0.0,0.799,0.2583,0.3333,0.5452,Positive
RPXGH30153SFLS,BA614F2B42,Skybags,4,Very satisfied,Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. build quality quality is commendable.,2026-01-29,True,0,Very satisfied. Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. build quality quality is commendable.,0.4754,0.14,0.0,0.86,0.2833,0.4333,0.4082,Positive
RIQ7ZJ3SWEBNVG,BA614F2B42,Skybags,4,Great product!,I bought this for my recent vacation and it was perfect. Color options and the wheels is top notch. Skybags has done a great job with this one.,2025-08-09,True,0,Great product!. I bought this for my recent vacation and it was perfect. Color options and the wheels is top notch. Skybags has done a great job with this one.,0.9324,0.35,0.0,0.65,0.66,0.65,0.8371,Positive
RFU84XYJOA21A6,BA614F2B42,Skybags,4,Great product!,Love this luggage! Stylish design and sturdy build. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-05-12,True,2,Great product!. Love this luggage! Stylish design and sturdy build. Looks premium and feels sturdy. The handle quality is really good for this price range.,0.9198,0.354,0.0,0.646,0.7063,0.7375,0.8451,Positive
RXPNMJQY3ODSX4,BA614F2B42,Skybags,5,Very satisfied,Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The material quality is really good for this price range.,2025-09-29,True,0,Very satisfied. Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The material quality is really good for this price range.,0.9013,0.345,0.0,0.655,0.6583,0.7333,0.8163,Positive
RLJX8XGSIC43OL,BA614F2B42,Skybags,4,Must buy!,Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2026-01-27,True,0,Must buy!. Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,0.8513,0.288,0.0,0.712,0.48,0.645,0.7213,Positive
R0U93MZYWR7MKG,BA614F2B42,Skybags,5,Best luggage ever,Love this luggage! Spacious and color options. Looks premium and feels sturdy. The lock quality is really good for this price range.,2025-05-07,True,0,Best luggage ever. Love this luggage! Spacious and color options. Looks premium and feels sturdy. The lock quality is really good for this price range.,0.9167,0.351,0.0,0.649,0.775,0.5,0.8671,Positive
RXII5P5NVQEBWU,BA614F2B42,Skybags,4,Highly recommended,"Five stars! Color options, spacious, and excellent lock. What more can you ask for at this price?",2025-05-26,False,3,"Highly recommended. Five stars! Color options, spacious, and excellent lock. What more can you ask for at this price?",0.7257,0.264,0.0,0.736,0.5667,0.68,0.67,Positive
RO5F9M969F5GCL,BA614F2B42,Skybags,4,Perfect for travel,Using for office travel and it's perfect. Spacious. Compact yet spacious. The handle deserves special mention.,2026-01-08,True,0,Perfect for travel. Using for office travel and it's perfect. Spacious. Compact yet spacious. The handle deserves special mention.,0.8779,0.387,0.0,0.613,0.7857,0.8571,0.8456,Positive
REPPPRAT0861TA,BA614F2B42,Skybags,4,Excellent quality,Perfect cabin luggage! Fits all airline requirements. Color options. zipper is of great quality. Will suggest to friends.,2026-04-06,True,0,Excellent quality. Perfect cabin luggage! Fits all airline requirements. Color options. zipper is of great quality. Will suggest to friends.,0.9422,0.482,0.0,0.518,0.9333,0.9167,0.9391,Positive
RSLCB8QSSPYE9R,BA614F2B42,Skybags,4,Best luggage ever,Love this luggage! Color options and stylish design. Looks premium and feels sturdy. The compartments quality is really good for this price range.,2026-01-02,True,3,Best luggage ever. Love this luggage! Color options and stylish design. Looks premium and feels sturdy. The compartments quality is really good for this price range.,0.9167,0.341,0.0,0.659,0.7063,0.625,0.843,Positive
RASEZ2NX1WVBD4,BA614F2B42,Skybags,4,Very satisfied,"Five stars! Color options, stylish design, and excellent material. What more can you ask for at this price?",2026-03-15,True,0,"Very satisfied. Five stars! Color options, stylish design, and excellent material. What more can you ask for at this price?",0.7955,0.282,0.0,0.718,0.7031,0.875,0.7632,Positive
RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags,4,Excellent quality,Love this luggage! Spacious and sturdy build. Looks premium and feels sturdy. The wheels quality is really good for this price range.,2025-07-15,True,0,Excellent quality. Love this luggage! Spacious and sturdy build. Looks premium and feels sturdy. The wheels quality is really good for this price range.,0.9078,0.352,0.0,0.648,0.775,0.7333,0.8613,Positive
RLAY64YFDS0DJI,BCFDA48FA6,Skybags,4,Amazing value,Premium feel without the premium price tag. Color options and spacious. Really impressed with the build quality.,2025-11-08,True,0,Amazing value. Premium feel without the premium price tag. Color options and spacious. Really impressed with the build quality.,0.8622,0.375,0.0,0.625,0.8,0.95,0.8404,Positive
R2L0D1B4XGMPW5,BCFDA48FA6,Skybags,4,Highly recommended,Using for office travel and it's perfect. Stylish design. Compact yet spacious. The zipper deserves special mention.,2026-02-20,True,0,Highly recommended. Using for office travel and it's perfect. Stylish design. Compact yet spacious. The zipper deserves special mention.,0.8173,0.347,0.0,0.653,0.5043,0.7779,0.7077,Positive
R2X2EZC7FOV2YG,BCFDA48FA6,Skybags,4,Amazing value,Love this luggage! Spacious and sturdy build. Looks premium and feels sturdy. The build quality quality is really good for this price range.,2025-09-26,True,0,Amazing value. Love this luggage! Spacious and sturdy build. Looks premium and feels sturdy. The build quality quality is really good for this price range.,0.9311,0.398,0.0,0.602,0.6417,0.7,0.8298,Positive
RPCXA5S00I85SY,BCFDA48FA6,Skybags,4,Best luggage ever,This is my second purchase from Skybags and they never disappoint. Spacious. The zipper is even better than my previous bag.,2025-05-27,False,0,Best luggage ever. This is my second purchase from Skybags and they never disappoint. Spacious. The zipper is even better than my previous bag.,0.854,0.308,0.0,0.692,0.3333,0.2417,0.6718,Positive
R7SQRF1LLKSTN3,BCFDA48FA6,Skybags,4,Must buy!,I bought this for my recent vacation and it was perfect. Stylish design and the weight is top notch. Skybags has done a great job with this one.,2026-02-27,True,2,Must buy!. I bought this for my recent vacation and it was perfect. Stylish design and the weight is top notch. Skybags has done a great job with this one.,0.8718,0.268,0.0,0.732,0.56,0.7,0.7627,Positive
RERXDOUADVWKSH,BCFDA48FA6,Skybags,4,Highly recommended,Great quality for the price. Spacious. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2025-04-30,True,0,Highly recommended. Great quality for the price. Spacious. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,0.8851,0.351,0.0,0.649,0.3733,0.61,0.706,Positive
RM38KSZBFFZZDV,B656A00C3F,Skybags,3,Average product,"Good for the price but has some issues. Stylish design. However, price for quality. The build quality could be better. 3/5 would buy again.",2026-01-02,False,2,"Average product. Good for the price but has some issues. Stylish design. However, price for quality. The build quality could be better. 3/5 would buy again.",0.7003,0.195,0.0,0.805,0.3875,0.625,0.5908,Positive
RDO74V1QX8ERTB,B656A00C3F,Skybags,4,Highly recommended,This is my second purchase from Skybags and they never disappoint. Color options. The material is even better than my previous bag.,2025-08-30,True,0,Highly recommended. This is my second purchase from Skybags and they never disappoint. Color options. The material is even better than my previous bag.,0.7392,0.257,0.0,0.743,0.1233,0.3017,0.5236,Positive
RXVL5PVYIOMK2E,B656A00C3F,Skybags,3,So-so,"Average quality. Color options which is nice, but slightly heavy. Not bad for occasional trips but frequent travelers should consider spending more.",2025-06-04,True,1,"So-so. Average quality. Color options which is nice, but slightly heavy. Not bad for occasional trips but frequent travelers should consider spending more.",0.6462,0.201,0.0,0.799,0.1714,0.4988,0.48,Positive
R7WHWKMY9X8SYL,B656A00C3F,Skybags,4,Very satisfied,Using for office travel and it's perfect. Sturdy build. Compact yet spacious. The lock deserves special mention.,2026-02-08,True,0,Very satisfied. Using for office travel and it's perfect. Sturdy build. Compact yet spacious. The lock deserves special mention.,0.8588,0.372,0.0,0.628,0.669,0.8571,0.7924,Positive
RDNBCJ29YFC2HT,B656A00C3F,Skybags,3,Fair product,Mixed feelings about this one. Spacious is great but slightly heavy is disappointing. Would rate it average.,2025-10-07,True,0,Fair product. Mixed feelings about this one. Spacious is great but slightly heavy is disappointing. Would rate it average.,-0.179,0.174,0.162,0.664,0.0917,0.5833,-0.0843,Neutral
R7N89LTAJW2536,B656A00C3F,Skybags,3,Average product,"Not bad, not great. Color options. But I noticed zipper stiffness after a few uses. The material started fine but degraded.",2025-04-13,True,0,"Average product. Not bad, not great. Color options. But I noticed zipper stiffness after a few uses. The material started fine but degraded.",0.0705,0.208,0.129,0.663,0.0033,0.4833,0.047,Neutral
R9C80EBKJF4AQ7,B656A00C3F,Skybags,3,Could be better,"It's okay. Sturdy build. handle wobble though. For this price range, I guess it's acceptable. The material is mediocre.",2026-03-19,True,0,"Could be better. It's okay. Sturdy build. handle wobble though. For this price range, I guess it's acceptable. The material is mediocre.",0.7269,0.272,0.0,0.728,0.1667,0.6667,0.5308,Positive
RTCZS8S2FTOM5X,B656A00C3F,Skybags,4,Fantastic purchase,Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. wheels quality is commendable.,2025-10-21,True,0,Fantastic purchase. Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. wheels quality is commendable.,0.5574,0.167,0.0,0.833,0.2,0.4,0.4323,Positive
R6WW8YL68NTK63,B656A00C3F,Skybags,4,Love it!,Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The wheels works smoothly. Highly recommend.,2025-09-29,True,0,Love it!. Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The wheels works smoothly. Highly recommend.,0.9258,0.391,0.0,0.609,0.5283,0.63,0.7867,Positive
RS8G8TACY15PDT,B656A00C3F,Skybags,3,Mediocre quality,"Decent product overall. Sturdy build but price for quality. The build quality is okay, nothing extraordinary. Serves its purpose for the price.",2025-04-14,True,1,"Mediocre quality. Decent product overall. Sturdy build but price for quality. The build quality is okay, nothing extraordinary. Serves its purpose for the price.",0.3291,0.093,0.0,0.907,0.1,0.6333,0.2489,Positive
RBCGJC36OQOLOE,B656A00C3F,Skybags,3,Mediocre quality,"Average quality. Stylish design which is nice, but handle wobble. Not bad for occasional trips but frequent travelers should consider spending more.",2026-04-05,True,0,"Mediocre quality. Average quality. Stylish design which is nice, but handle wobble. Not bad for occasional trips but frequent travelers should consider spending more.",0.6883,0.205,0.0,0.795,0.175,0.624,0.5086,Positive
RD2KD1POXRTEO2,B656A00C3F,Skybags,4,Super happy,"Five stars! Stylish design, sturdy build, and excellent wheels. What more can you ask for at this price?",2025-07-03,True,0,"Super happy. Five stars! Stylish design, sturdy build, and excellent wheels. What more can you ask for at this price?",0.9117,0.405,0.0,0.595,0.6667,0.8333,0.8259,Positive
RAVT8K06MOXSFH,B656A00C3F,Skybags,4,Great product!,Excellent luggage! Color options and stylish design. Very happy with my purchase. The compartments is really impressive. Would definitely buy again from Skybags.,2025-11-30,True,0,Great product!. Excellent luggage! Color options and stylish design. Very happy with my purchase. The compartments is really impressive. Would definitely buy again from Skybags.,0.9635,0.486,0.0,0.514,0.75,0.875,0.8888,Positive
RCYJHU8MYIKCGR,B656A00C3F,Skybags,5,Super happy,Using for office travel and it's perfect. Spacious. Compact yet spacious. The wheels deserves special mention.,2025-10-22,True,0,Super happy. Using for office travel and it's perfect. Spacious. Compact yet spacious. The wheels deserves special mention.,0.9325,0.5,0.0,0.5,0.6226,0.8095,0.824,Positive
RE05QMKTGV44FT,B04E7EBCC4,Skybags,4,Highly recommended,"Five stars! Spacious, color options, and excellent material. What more can you ask for at this price?",2025-11-25,True,0,"Highly recommended. Five stars! Spacious, color options, and excellent material. What more can you ask for at this price?",0.7257,0.264,0.0,0.736,0.5667,0.68,0.67,Positive
RBUOV6TT9Q1NI1,B04E7EBCC4,Skybags,4,Must buy!,Premium feel without the premium price tag. Stylish design and spacious. Really impressed with the handle.,2025-11-11,False,0,Must buy!. Premium feel without the premium price tag. Stylish design and spacious. Really impressed with the handle.,0.5697,0.178,0.0,0.822,0.75,1.0,0.6328,Positive
RFSQG8X80RMHRC,B04E7EBCC4,Skybags,4,Must buy!,Bought for my parents - they loved it! Color options and easy to maneuver. The wheels makes it very convenient to use.,2025-10-01,True,0,Must buy!. Bought for my parents - they loved it! Color options and easy to maneuver. The wheels makes it very convenient to use.,0.8118,0.251,0.0,0.749,0.5028,0.6444,0.7036,Positive
RBXD8WJ0UUNNV6,B04E7EBCC4,Skybags,4,Great product!,Worth every rupee! Spacious and color options. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2026-02-28,True,0,Great product!. Worth every rupee! Spacious and color options. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,0.7639,0.223,0.0,0.777,0.4583,0.2833,0.657,Positive
R5A5PISKFFV3XO,B04E7EBCC4,Skybags,5,Amazing value,Using for office travel and it's perfect. Sturdy build. Compact yet spacious. The compartments deserves special mention.,2025-10-21,True,0,Amazing value. Using for office travel and it's perfect. Sturdy build. Compact yet spacious. The compartments deserves special mention.,0.9118,0.457,0.0,0.543,0.6524,0.8238,0.821,Positive
RXOIEVES6FF7SO,B04E7EBCC4,Skybags,4,Worth the money,This is my second purchase from Skybags and they never disappoint. Color options. The build quality is even better than my previous bag.,2025-06-24,True,3,Worth the money. This is my second purchase from Skybags and they never disappoint. Color options. The build quality is even better than my previous bag.,0.7234,0.235,0.0,0.765,0.1583,0.1917,0.5256,Positive
R5G3V23GXJ0MQV,B04E7EBCC4,Skybags,4,Amazing value,"Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The handle is excellent.",2025-12-12,True,0,"Amazing value. Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The handle is excellent.",0.9589,0.544,0.0,0.456,0.5701,0.7847,0.8228,Positive
RDRWB2SEREV361,B04E7EBCC4,Skybags,4,Fantastic purchase,"Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The wheels is excellent.",2025-05-11,True,0,"Fantastic purchase. Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The wheels is excellent.",0.9476,0.492,0.0,0.508,0.5368,0.7847,0.8038,Positive
RV01ZDERI4K5OG,B04E7EBCC4,Skybags,5,Highly recommended,"Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The weight is excellent.",2025-04-10,True,0,"Highly recommended. Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The weight is excellent.",0.9354,0.473,0.0,0.527,0.4968,0.7247,0.7819,Positive
RH2ODPVJTUW9OH,B04E7EBCC4,Skybags,4,Must buy!,Amazing product at this price point. Stylish design. The material feels durable and the handle is very smooth. Recommended for frequent travelers.,2025-06-30,True,0,Must buy!. Amazing product at this price point. Stylish design. The material feels durable and the handle is very smooth. Recommended for frequent travelers.,0.7327,0.219,0.0,0.781,0.43,0.7125,0.6268,Positive
R04X0QZFHOMTZZ,B04E7EBCC4,Skybags,4,Best luggage ever,Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The lock quality is really good for this price range.,2026-01-16,True,0,Best luggage ever. Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The lock quality is really good for this price range.,0.9167,0.351,0.0,0.649,0.775,0.5,0.8671,Positive
RBN9WSZV83XPHX,B9115C8EF5,Skybags,4,Fantastic purchase,"Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The lock is excellent.",2025-07-17,True,0,"Fantastic purchase. Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The lock is excellent.",0.9476,0.478,0.0,0.522,0.5368,0.7847,0.8038,Positive
RMX9DJOYOHAZ7T,B9115C8EF5,Skybags,4,Great product!,Perfect cabin luggage! Fits all airline requirements. Color options. material is of great quality. Will suggest to friends.,2025-06-26,True,0,Great product!. Perfect cabin luggage! Fits all airline requirements. Color options. material is of great quality. Will suggest to friends.,0.9484,0.493,0.0,0.507,0.9333,0.8333,0.9431,Positive
RUJODCK82853UY,B9115C8EF5,Skybags,4,Best luggage ever,"Very satisfied! The build quality is good, Color options. Packing was easy due to the spacious compartments. The lock is excellent.",2025-09-27,True,1,"Best luggage ever. Very satisfied! The build quality is good, Color options. Packing was easy due to the spacious compartments. The lock is excellent.",0.9523,0.473,0.0,0.527,0.6368,0.6847,0.8419,Positive
RRJN2HZ2OMTZJK,B9115C8EF5,Skybags,4,Great product!,Bought for my parents - they loved it! Spacious and easy to maneuver. The build quality makes it very convenient to use.,2025-09-16,True,2,Great product!. Bought for my parents - they loved it! Spacious and easy to maneuver. The build quality makes it very convenient to use.,0.9097,0.354,0.0,0.646,0.6271,0.6708,0.8108,Positive
RHUG07G0IIJI44,B9115C8EF5,Skybags,3,Mediocre quality,"Average quality. Spacious which is nice, but zipper stiffness. Not bad for occasional trips but frequent travelers should consider spending more.",2025-10-08,True,0,"Mediocre quality. Average quality. Spacious which is nice, but zipper stiffness. Not bad for occasional trips but frequent travelers should consider spending more.",0.6883,0.213,0.0,0.787,0.1286,0.5702,0.4924,Positive
R4NL65UJG1SO1E,B9115C8EF5,Skybags,5,Great product!,Perfect cabin luggage! Fits all airline requirements. Stylish design. build quality is of great quality. Will suggest to friends.,2025-07-13,True,0,Great product!. Perfect cabin luggage! Fits all airline requirements. Stylish design. build quality is of great quality. Will suggest to friends.,0.9484,0.478,0.0,0.522,0.825,0.875,0.9052,Positive
RAYNDN5GJJ8MGP,BC37D84A76,Skybags,4,Very satisfied,Great quality for the price. Spacious. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2025-09-06,True,0,Very satisfied. Great quality for the price. Spacious. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,0.9074,0.371,0.0,0.629,0.5367,0.7633,0.7776,Positive
RIDJIPNF8F3GR9,BC37D84A76,Skybags,4,Must buy!,Perfect cabin luggage! Fits all airline requirements. Color options. zipper is of great quality. Will suggest to friends.,2025-05-21,True,1,Must buy!. Perfect cabin luggage! Fits all airline requirements. Color options. zipper is of great quality. Will suggest to friends.,0.9097,0.403,0.0,0.597,0.9,0.875,0.9063,Positive
RBDFHJ4D0JMU3M,BC37D84A76,Skybags,4,Fantastic purchase,Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The build quality quality is really good for this price range.,2025-09-10,False,2,Fantastic purchase. Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The build quality quality is really good for this price range.,0.9059,0.339,0.0,0.661,0.575,0.7,0.7901,Positive
RYR06NKWFG3MWU,BC37D84A76,Skybags,4,Highly recommended,Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. zipper quality is commendable.,2026-03-03,False,0,Highly recommended. Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. zipper quality is commendable.,0.2716,0.104,0.0,0.896,0.12,0.28,0.2185,Positive
RVO5270SQG4EIJ,BC37D84A76,Skybags,4,Perfect for travel,"Good product, delivered on time. Sturdy build. The compartments impressed me the most. Using it regularly now - no complaints so far!",2025-04-15,True,0,"Perfect for travel. Good product, delivered on time. Sturdy build. The compartments impressed me the most. Using it regularly now - no complaints so far!",0.9052,0.368,0.0,0.632,0.5542,0.6962,0.7823,Positive
RS9DWD7OI0PESG,BC37D84A76,Skybags,4,Best luggage ever,Amazing product at this price point. Stylish design. The material feels durable and the build quality is very smooth. Recommended for frequent travelers.,2026-03-22,True,2,Best luggage ever. Amazing product at this price point. Stylish design. The material feels durable and the build quality is very smooth. Recommended for frequent travelers.,0.8773,0.305,0.0,0.695,0.544,0.63,0.7606,Positive
R7TE8TVQ05PXT6,BC37D84A76,Skybags,4,Super happy,Using for office travel and it's perfect. Spacious. Compact yet spacious. The compartments deserves special mention.,2025-08-05,True,2,Super happy. Using for office travel and it's perfect. Spacious. Compact yet spacious. The compartments deserves special mention.,0.9325,0.5,0.0,0.5,0.6226,0.8095,0.824,Positive
RS1EKTYR1K12V2,BC37D84A76,Skybags,4,Great product!,I bought this for my recent vacation and it was perfect. Sturdy build and the lock is top notch. Skybags has done a great job with this one.,2025-07-02,True,0,Great product!. I bought this for my recent vacation and it was perfect. Sturdy build and the lock is top notch. Skybags has done a great job with this one.,0.9324,0.35,0.0,0.65,0.66,0.65,0.8371,Positive
R0ONJPI163YK03,BC37D84A76,Skybags,4,Very satisfied,Worth every rupee! Color options and stylish design. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2025-09-09,True,0,Very satisfied. Worth every rupee! Color options and stylish design. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,0.6771,0.188,0.0,0.812,0.3812,0.525,0.5736,Positive
RWGABTGDJZ0IFR,BC37D84A76,Skybags,4,Very satisfied,Perfect cabin luggage! Fits all airline requirements. Spacious. build quality is of great quality. Will suggest to friends.,2025-10-15,True,1,Very satisfied. Perfect cabin luggage! Fits all airline requirements. Spacious. build quality is of great quality. Will suggest to friends.,0.9389,0.476,0.0,0.524,0.8167,0.9167,0.8961,Positive
RL48C1CQG433E1,BC37D84A76,Skybags,4,Great product!,"Good product, delivered on time. Spacious. The build quality impressed me the most. Using it regularly now - no complaints so far!",2025-12-02,True,8,"Great product!. Good product, delivered on time. Spacious. The build quality impressed me the most. Using it regularly now - no complaints so far!",0.9176,0.393,0.0,0.607,0.5542,0.6545,0.7904,Positive
R9RYLLWB7SJWH5,BC37D84A76,Skybags,4,Must buy!,This is my second purchase from Skybags and they never disappoint. Stylish design. The material is even better than my previous bag.,2025-05-02,True,0,Must buy!. This is my second purchase from Skybags and they never disappoint. Stylish design. The material is even better than my previous bag.,0.6652,0.199,0.0,0.801,0.2083,0.4167,0.5053,Positive
RVOI8UYYF1IRYM,BC37D84A76,Skybags,5,Perfect for travel,"Good product, delivered on time. Stylish design. The weight impressed me the most. Using it regularly now - no complaints so far!",2025-05-23,False,0,"Perfect for travel. Good product, delivered on time. Stylish design. The weight impressed me the most. Using it regularly now - no complaints so far!",0.9052,0.368,0.0,0.632,0.5464,0.7396,0.7796,Positive
R9212PGYME6RPK,BC37D84A76,Skybags,4,Highly recommended,I bought this for my recent vacation and it was perfect. Spacious and the handle is top notch. Skybags has done a great job with this one.,2025-04-17,True,0,Highly recommended. I bought this for my recent vacation and it was perfect. Spacious and the handle is top notch. Skybags has done a great job with this one.,0.8932,0.319,0.0,0.681,0.492,0.608,0.7528,Positive
R6TCFKJNAWNGA4,BC37D84A76,Skybags,4,Fantastic purchase,"Good product, delivered on time. Spacious. The compartments impressed me the most. Using it regularly now - no complaints so far!",2025-05-26,True,1,"Fantastic purchase. Good product, delivered on time. Spacious. The compartments impressed me the most. Using it regularly now - no complaints so far!",0.9032,0.39,0.0,0.61,0.4542,0.6795,0.746,Positive
RC4E5HRDU4XSZJ,BD33B5463E,Skybags,4,Must buy!,Great quality for the price. Stylish design. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,2025-10-03,True,1,Must buy!. Great quality for the price. Stylish design. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,0.8513,0.297,0.0,0.703,0.4867,0.7633,0.7237,Positive
R73QXM0632CWT0,BD33B5463E,Skybags,4,Amazing value,Premium feel without the premium price tag. Color options and spacious. Really impressed with the wheels.,2025-11-04,False,0,Amazing value. Premium feel without the premium price tag. Color options and spacious. Really impressed with the wheels.,0.8622,0.39,0.0,0.61,0.8,0.95,0.8404,Positive
RSIWG0ODWMQX5G,BD33B5463E,Skybags,4,Love it!,Amazing product at this price point. Spacious. The material feels durable and the material is very smooth. Recommended for frequent travelers.,2026-01-06,True,0,Love it!. Amazing product at this price point. Spacious. The material feels durable and the material is very smooth. Recommended for frequent travelers.,0.8852,0.341,0.0,0.659,0.4613,0.6125,0.7368,Positive
RT94OW3LITNT0M,BD33B5463E,Skybags,4,Highly recommended,Amazing product at this price point. Spacious. The material feels durable and the zipper is very smooth. Recommended for frequent travelers.,2025-08-20,True,0,Highly recommended. Amazing product at this price point. Spacious. The material feels durable and the zipper is very smooth. Recommended for frequent travelers.,0.8047,0.292,0.0,0.708,0.345,0.5975,0.6438,Positive
RKH4A3YJTU7FBM,BD33B5463E,Skybags,4,Great product!,Amazing product at this price point. Color options. The material feels durable and the wheels is very smooth. Recommended for frequent travelers.,2026-01-28,True,3,Great product!. Amazing product at this price point. Color options. The material feels durable and the wheels is very smooth. Recommended for frequent travelers.,0.8826,0.328,0.0,0.672,0.555,0.65,0.7679,Positive
RUUHCLRR6Z3DXB,BD33B5463E,Skybags,3,Okay for the price,"It's okay. Sturdy build. zipper stiffness though. For this price range, I guess it's acceptable. The material is mediocre.",2025-06-17,True,1,"Okay for the price. It's okay. Sturdy build. zipper stiffness though. For this price range, I guess it's acceptable. The material is mediocre.",0.6249,0.234,0.0,0.766,0.1667,0.6667,0.4645,Positive
RXVA1NKBTFSHB0,BD33B5463E,Skybags,4,Very satisfied,Worth every rupee! Stylish design and color options. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2025-09-19,True,1,Very satisfied. Worth every rupee! Stylish design and color options. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,0.6771,0.188,0.0,0.812,0.3812,0.525,0.5736,Positive
RFMR0TJOPZ1RHO,BD33B5463E,Skybags,4,Best luggage ever,"Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The handle is excellent.",2025-06-20,True,0,"Best luggage ever. Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The handle is excellent.",0.9523,0.487,0.0,0.513,0.6368,0.6847,0.8419,Positive
R7DYPMLVAK9W9P,BD33B5463E,Skybags,4,Must buy!,Love this luggage! Spacious and color options. Looks premium and feels sturdy. The handle quality is really good for this price range.,2026-01-24,True,5,Must buy!. Love this luggage! Spacious and color options. Looks premium and feels sturdy. The handle quality is really good for this price range.,0.8392,0.266,0.0,0.734,0.6625,0.6,0.7774,Positive
R4EB8753AYEQAH,BD33B5463E,Skybags,4,Very satisfied,"Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The material is excellent.",2025-07-07,True,0,"Very satisfied. Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The material is excellent.",0.9455,0.474,0.0,0.526,0.5785,0.8014,0.817,Positive
R6SJCHZJQ8CXX6,BD33B5463E,Skybags,4,Fantastic purchase,"Five stars! Stylish design, sturdy build, and excellent zipper. What more can you ask for at this price?",2025-10-06,True,0,"Fantastic purchase. Five stars! Stylish design, sturdy build, and excellent zipper. What more can you ask for at this price?",0.8221,0.297,0.0,0.703,0.625,0.85,0.7531,Positive
RDL5TGSQ7AITMO,BD33B5463E,Skybags,4,Very satisfied,"Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The weight is excellent.",2026-01-18,False,0,"Very satisfied. Very satisfied! The build quality is good, Spacious. Packing was easy due to the spacious compartments. The weight is excellent.",0.9455,0.489,0.0,0.511,0.5785,0.8014,0.817,Positive
R563BTKF6XDN8W,BD33B5463E,Skybags,4,Perfect for travel,Very practical and well-designed. Stylish design. The interiors are well-organized with multiple pockets. lock quality is commendable.,2025-05-23,True,0,Perfect for travel. Very practical and well-designed. Stylish design. The interiors are well-organized with multiple pockets. lock quality is commendable.,0.5719,0.163,0.0,0.837,0.425,0.575,0.5205,Positive
